MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Lighting & Fans,Indoor Lighting,Bath & Vanity Lighting,,45496BKCLR,45496BKCLR Kichler Bath Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,45496BKCLR,,Lighting & Ceiling Fans > Indoor Lighting > Vanity & Bath Lights,"Kichler Bath Light, Black and Clear, 45496BKCLR",KICHLER 45496BKCLR BATH LIGHT,"Kichler® 45496BKCLR Bath Light, Black and Clear Finish","Kichler® Bath Light, Model: 45496BKCLR, Finish: Black and Clear, Indoor Application, Premium Lighting Construction.","Kichler® 45496BKCLR Bath Light, Black and Clear Finish","Enhance your bathroom or vanity space with this stylish bath light from Kichler. Featuring a sophisticated black and clear finish, it delivers both reliable illumination and modern aesthetic appeal to your home decor.",,,,,,,,,,,,,,,,,,,,,,,,,,Bath Light,Model,45496BKCLR,,Color,Black/Clear,,Application,Indoor,,Fixture Type,Bath Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Wall Lighting,Wall Sconces,,45973BK,45973BK Kichler Wall Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,45973BK,,Lighting & Ceiling Fans > Wall Lighting > Wall Sconces,"Kichler Lighting Wall Sconce, Black Finish, 45973BK",KICHLER 45973BK WALL LIGHT,"Kichler® 45973BK Wall Sconce, Black Finish","Kichler® Wall Sconce, Series: 45973BK, Finish: Black, Mounting Type: Wall, Application: Indoor Lighting","Kichler® 45973BK Wall Sconce, Black Finish","Enhance your home decor with this stylish wall light from Kichler. Featuring a durable construction and a sleek black finish, it provides both reliable illumination and modern aesthetic appeal to any indoor space.",,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Manufacturer Part Number,45973BK,,Brand,Kichler,,Color,Black,,Finish,Black,,Mounting Type,Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Manufacturer is ungroundable from input,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Fans,Wall Lighting,Outdoor Wall Lights,,55155BK,55155BK Kichler Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,55155BK,,Lighting & Ceiling Fans > Wall Lighting > Outdoor Wall Lights,"Kichler Kichler Wall Lt, Outdoor Wall Light, 55155BK",KICHLER 55155BK WALL LT BLACK,"Kichler® 55155BK Outdoor Wall Light, Black","Kichler® Outdoor Wall Light, 55155BK, Black finish, durable construction, designed for exterior wall mounting to provide stylish and reliable illumination.","Kichler® 55155BK Outdoor Wall Light, Black",Enhance your outdoor living space with the Kichler Wall Light in a classic black finish. This stylish and durable fixture provides reliable illumination while complementing your home's exterior decor.,,,,,,,,,,,,,,,,,,,,,,,,,,Outdoor Wall Light,Series,55155,,Model,55155BK,,Color,Black,,Mounting Type,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Manufacturer is ungroundable from input,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Indoor Lighting,Wall Sconces,,55157CPZ,55157CPZ Kichler Wall Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler,Kichler®,,55157CPZ,,Lighting > Indoor Lighting > Wall Sconces & Wall Lights,"Kichler Wall Light, 55157CPZ",KICHLER 55157CPZ WALL LIGHT,Kichler® 55157CPZ Wall Light,"Kichler® Wall Light, Model: 55157CPZ, designed for indoor lighting applications. Features a durable construction and stylish finish to complement various decor styles.",Kichler® 55157CPZ Wall Light,"Enhance your home's interior ambiance with this stylish wall light from Kichler. Combining functional illumination with elegant design, it is the perfect accent piece for hallways, living spaces, and bedrooms.",,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Model,55157CPZ,,Brand,Kichler,,Product Type,Wall Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Outdoor Lighting,Wall Lanterns,,55184BK,55184BK Kichler Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,55184BK,,Lighting > Outdoor Lighting > Wall Lanterns,"Kichler Lighting Wall Light, Black, 55184BK",KICHLER 55184BK WALL LIGHT,"Kichler® 55184BK Wall Light, Black Finish","Kichler® Wall Light, Model: 55184BK, Finish: Black, Outdoor Lighting Fixture, Wall Mount","Kichler® 55184BK Wall Light, Black Finish",Enhance your outdoor living spaces with this stylish and durable wall light from Kichler. Designed to provide reliable illumination while complementing your home's exterior aesthetic.,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Manufacturer Part Number,55184BK,,Brand,Kichler,,Color,Black,,Mounting Type,Wall Mount,,Product Type,Wall Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Manufacturer is ungroundable from input,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Fans,Outdoor Lighting,Wall Lanterns,,55185BK,55185BK Kichler Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,55185BK,,Lighting > Outdoor Lighting > Wall Lanterns,"Kichler Wall Lantern, Black, 55185BK",KICHLER 55185BK WALL LT,"Kichler® 55185BK Outdoor Wall Light, Black","Kichler® 55185BK Outdoor Wall Light, Black finish, durable construction, designed for exterior wall mounting to provide accent and security lighting.","Kichler® 55185BK Outdoor Wall Light, Black","Illuminate your outdoor space with the stylish and reliable Kichler Wall Light. Featuring a sleek black finish, this fixture blends durability with modern elegance to enhance your home's exterior decor.",,,,,,,,,,,,,,,,,,,,,,,,,,Outdoor Wall Light,Model,55185BK,,Color,Black,,Mounting Type,Wall,,Product Type,Wall Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Manufacturer is ungroundable from input,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Wall Lighting,Wall Sconces,,55186CH,55186CH Kichler Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler,Kichler®,,55186CH,,Lighting & Ceiling Fans > Wall Lighting > Wall Sconces,"Kichler Wall Light, Chrome, 55186CH",KICHLER 55186CH WALL LT,"Kichler® 55186CH Wall Light, Chrome","Kichler® Wall Light, 55186CH, Chrome finish, wall mounted lighting fixture designed for indoor residential and commercial applications.","Kichler® 55186CH Wall Light, Chrome","Enhance your indoor space with the stylish and functional Kichler wall light. Featuring a sleek chrome finish, this fixture provides reliable illumination while complementing your decor.",,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Model,55186CH,,Color,Chrome,,Mounting Type,Wall,,Product Type,Wall Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Fans,Outdoor Lighting,Wall Mount Lighting,,55210NI,55210NI Kichler Wall Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler,Kichler®,,55210NI,,Lighting > Outdoor Lighting > Wall Lights,"Kichler Wall Light, Brushed Nickel Finish, 55210NI",55210NI KICHLER WALL LIGHT,"Kichler® 55210NI Wall Light, Brushed Nickel","Kichler® Wall Light, Brushed Nickel, Series: 55210NI, Model: 55210NI, Finish: Brushed Nickel, Mounting Type: Wall","Kichler® 55210NI Wall Light, Brushed Nickel","Enhance your outdoor or indoor living space with the stylish and durable Kichler Wall Light. Featuring a sophisticated brushed nickel finish, this fixture combines reliable illumination with contemporary design.",,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,55210NI,,Model,55210NI,,Finish,Brushed Nickel,,Color,Brushed Nickel,,Mounting Type,Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Fans,Lighting,Outdoor Wall Lights,,55211BK,55211BK Kichler Wall Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,55211BK,,Lighting & Ceiling Fans > Wall Lighting > Outdoor Wall Lights,"Kichler Wall Light, Black, 55211BK",KICHLER 55211BK WALL LIGHT BLACK,"Kichler® 55211BK Outdoor Wall Light, Black","Kichler® Outdoor Wall Light, Series: 55211, Model: 55211BK, Color: Black, Mounting Type: Wall, Application: Outdoor Lighting","Kichler® 55211BK Outdoor Wall Light, Black",Illuminate your outdoor spaces with this stylish and durable wall light from Kichler. Designed to withstand the elements while enhancing your home's exterior aesthetic.,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,55211,,Model,55211BK,,Color,Black,,Mounting Type,Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Ceiling Fans,Wall Lighting,Wall Sconces,,55211NI,55211NI Kichler Wall Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler,Kichler®,,55211NI,,Lighting & Ceiling Fans > Wall Lighting > Wall S10ces & Lanterns,"Kichler Wall Light, Brushed Nickel, 55211NI",KICHLER 55211NI WALL LIGHT,"Kichler® 55211NI Wall Light, Brushed Nickel","Kichler® Wall Light, Model: 55211NI, Finish: Brushed Nickel, Mounting Type: Wall Mount","Kichler® 55211NI Wall Light, Brushed Nickel","Illuminate your living space with this stylish wall light from Kichler. Featuring a durable construction and a sleek brushed nickel finish, it seamlessly blends with modern and transitional decor.",,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Model,55211NI,,Finish,Brushed Nickel,,Mounting Type,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Indoor Lighting,Wall Sconces,,55212NI,55212NI Kichler Wall Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler,Kichler®,,55212NI,,Lighting & Ceiling Fans > Indoor Lighting > Wall Sconces,"Kichler Wall Sconce, Brushed Nickel Finish, 55212NI",KICHLER 55212NI WALL LIGHT BRUSHED NICKE,"Kichler® Wall Light, 55212NI, Brushed Nickel, Wall Sconce","Kichler® Wall Light, Series: 55212NI, Finish: Brushed Nickel, Mounting Type: Wall, Application: Indoor Lighting","Kichler® Wall Light, 55212NI, Brushed Nickel, Wall Sconce","Illuminate your space with the sleek and modern design of this Kichler wall light. Featuring a durable brushed nickel finish, this fixture blends seamlessly into a variety of indoor decors.",,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,55212NI,,Manufacturer Part Number,55212NI,,Finish,Brushed Nickel,,Mounting Type,Wall,,Product Type,Wall Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Fans,Wall Lighting,Outdoor Wall Lights,,55226BKLFU,55226BKFLU Kichler Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,55226BKLFU,,Lighting & Ceiling Fans > Wall Lighting > Outdoor Wall Lights,"Kichler Wall Light, Outdoor Sconce, Black Finish, 55226BKFLU",KICHLER 55226BKFLU WALL LT BLACK,"Kichler® 55226BKFLU Outdoor Wall Light, Black","Kichler® Outdoor Wall Light, Series: 55226BKFLU, Color: Black, Finish: Black, Mounting Type: Wall Mount","Kichler® 55226BKFLU Outdoor Wall Light, Black","Enhance your outdoor living space with this stylish and durable wall light from Kichler. Featuring a sleek black finish, it provides reliable illumination while complementing your home's exterior decor.",,,,,,,,,,,,,,,,,,,,,,,,,,Outdoor Wall Light,Series,55226BKFLU,,Model,55226BKFLU,,Color,Black,,Finish,Black,,Mounting Type,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Manufacturer is ungroundable from input,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Fans,Wall Lighting,Outdoor Wall Lights,,55239CPZLED,55239CPZLED Kichler Wall Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler,Kichler®,,55239CPZLED,,Lighting & Ceiling Fans > Wall Lighting > Outdoor Wall Lights,"Kichler Wall Lt, Centennial, 55239CPZLED",55239CPZLED KICHLER WALL LT,"Kichler® Centennial 55239CPZLED Wall Light, LED, Centennial Brass","Kichler® Wall Light, Centennial Series, Model: 55239CPZLED, LED Light Source, Centennial Brass Finish, Wall Mounting Type","Kichler® Centennial 55239CPZLED Wall Light, LED, Centennial Brass","Illuminate your outdoor spaces with the elegant Kichler Centennial Wall Light. Featuring an integrated LED design and a durable Centennial brass finish, this fixture combines modern energy efficiency with timeless style.",,,,,,,,,,,,,,,,,,,,,,,,,,Wall Light,Series,Centennial,,Model,55239CPZLED,,Mounting Type,Wall,,Lighting Technology,LED,,Finish,Centennial Brass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Indoor Lighting,Chandeliers,,44072DBK,44072DBK Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,44072DBK,,Lighting & Ceiling Fans > Indoor Lighting > Chandeliers,"Kichler Lighting 44072DBK Indoor Chandelier Light, Distressed Black Finish",KICHLER 44072DBK CHANDELIER LIGHT,"Kichler® 44072DBK Chandelier Light, Distressed Black","Kichler® Chandelier Light, 44072DBK, Distressed Black Finish, Indoor Application, Stylish and elegant lighting fixture designed to enhance dining rooms, entryways, and living spaces.","Kichler® 44072DBK Chandelier Light, Distressed Black","Add a touch of timeless elegance to your home with the Kichler Chandelier Light. Featuring a sophisticated distressed black finish, this fixture seamlessly blends classic design with modern appeal to elevate any indoor living space.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light,Manufacturer Part Number,44072DBK,,Brand,Kichler,,Finish,Distressed Black,,Product Type,Chandelier,,Application,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Manufacturer is ungroundable from input,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting,Indoor Lighting,Chandeliers,,44073NI,44073NI Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),,Kichler®,,44073NI,,Lighting & Ceiling Fans > Indoor Lighting > Chandeliers,"Kichler, Chandelier Light Fixture, Brushed Nickel Finish, 44073NI",KICHLER 44073NI CHANDELIER LIGHT,"Kichler® 44073NI Chandelier Light Fixture, Brushed Nickel","Kichler® Chandelier Light Fixture, 44073NI, Brushed Nickel Finish, Indoor Ceiling Mount, Designed for residential and commercial lighting applications, Durable construction.","Kichler® 44073NI Chandelier Light Fixture, Brushed Nickel","Illuminate your dining room, foyer, or living space with the elegant Kichler chandelier. Featuring a stunning brushed nickel finish, this fixture combines classic design with modern appeal to elevate any interior décor.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light Fixture,Series,44073NI,,Model,44073NI,,Finish,Brushed Nickel,,Mounting Type,Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEEDS REVIEW: Manufacturer is ungroundable from input,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Lighting & Ceiling Fans,Indoor Lighting,Chandeliers,,52033BK,52033BK Kichler Chandelier Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting LLC,Kichler®,,52033BK,,Lighting & Ceiling Fans > Indoor Lighting > Chandeliers,"Kichler Chandelier Light Fixture, Black, 52033BK",KICHLER 52033BK CHANDELIER LT,"Kichler® 52033BK Chandelier Light Fixture, Black","Kichler® Chandelier Light Fixture, 52033BK, Black Finish, Indoor Ceiling Mount, Premium Decorative Lighting","Kichler® 52033BK Chandelier Light Fixture, Black","Enhance your home decor with this stylish and elegant chandelier from Kichler. Designed for indoor spaces, it provides beautiful ambient illumination while serving as a stunning focal point in any room.",,,,,,,,,,,,,,,,,,,,,,,,,,Chandelier Light Fixture,Manufacturer Part Number,52033BK,,Brand,Kichler,,Color,Black,,Mounting Type,Ceiling Mount,,Product Type,Chandelier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
